source,username,display_name,bio,followers,following,profile_url,instance,node_type,relationship_type
Mastodon_fosstodon.org,shannonrwatts,Shannon Watts,Founder of Moms Demand Action,15223,100,https://mstdn.social/@shannonrwatts,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,marcelias,Marc Elias,"Founder of <span class=""h-card"" translate=""no""><a href=""https://mas.to/@democracydocket"" class=""u-url mention"" rel=""nofollow noopener"" target=""_blank"">@<span>democracydocket</span></a></span>. Partner",73610,62,https://mas.to/@marcelias,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,BillieJeanKing,Billie Jean King 🤖,"Unofficial bot that mirrors Billie Jean King’s Twitter feed.Sports Icon, Equality Champion, Founder of <span class=""h-card""><a href=""https://twitter.com/BJK_Foundation"" class=""u-url mention"" rel=""nofo",515000,2800,https://sportsbots.xyz/users/BillieJeanKing,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,rbreich,Robert Reich,"Berkeley professor, former Secretary of Labor. Co-founder of Inequality Media. Sign up for updates, analysis and drawings: <a href=""http://robertreich.substack.com"" rel=""nofollow noopener"" translate=""",296794,27,https://masto.ai/@rbreich,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,AaronNagler,Aaron Nagler 🤖,"Unofficial bot that mirrors Aaron Nagler’s Twitter feed.Co-founder, <span class=""h-card""><a href=""https://twitter.com/cheeseheadtv"" class=""u-url mention"" rel=""nofollow noopener"" target=""_blank"">@<span",110000,1800,https://sportsbots.xyz/users/AaronNagler,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,nick_underhill,Nick Underhill 🤖,"Unofficial bot that mirrors Nick Underhill’s Twitter feed.Founder, reporter, host <a href=""http://NewOrleans.Football"" rel=""nofollow noopener"" translate=""no"" target=""_blank""><span class=""invisible"">ht",105000,1000,https://sportsbots.xyz/users/nick_underhill,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,rajsinghchohan,Raj Chohan 🤖,"Unofficial bot that mirrors Raj Chohan’s Twitter feed.Doctor 👨🏾‍⚕️💉. Founder <span class=""h-card""><a href=""https://twitter.com/PremLeaguePanel"" class=""u-url mention"" rel=""nofollow noopener"" target=""_b",75000,6200,https://sportsbots.xyz/users/rajsinghchohan,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,ezralevin,Ezra Levin,Co-Founder of Indivisible,7881,100,https://mstdn.social/@ezralevin,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,chriscoyier,Chris Coyier,Co-Founder of CodePen,7616,479,https://front-end.social/@chriscoyier,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,JayGlazer,Jay Glazer 🤖,"Unofficial bot that mirrors Jay Glazer’s Twitter feed.FOX NFL Sunday and Ballers on HBO, Founder of MVP and Unbreakable Performance, mental health warrior. For speaking inquires: Julie@themontaggroup.",1210000,200,https://sportsbots.xyz/users/JayGlazer,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,Karlitschek,Frank Karlitschek,"Founder and CEO of Nextcloud, Co-founder and Vice Chair Eurostack, Board Member MariaDB Foundation, Founder of ownCloud, Free Software Developer, former KDE e.V. board member, Photographer",5178,1234,https://mastodon.social/@Karlitschek,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,nandoodles,Nandini Jammi,"Now: Co-Founder @CheckMyAdsHQ, Your Friendly Neighborhood Adtech Watchdog 🐾 / Prev: Co-Founder, Sleeping Giants",4987,66,https://federate.social/@nandoodles,fosstodon.org,person,social_profile
Mastodon_fosstodon.org,PitchingNinja,Rob Friedman 🤖,"Unofficial bot that mirrors Rob Friedman’s Twitter feed.<span class=""h-card"" translate=""no""><a href=""https://sportsbots.xyz/@MLB"" class=""u-url mention"" rel=""nofollow noopener"" target=""_blank"">@<span>M",554000,200,https://sportsbots.xyz/users/PitchingNinja,fosstodon.org,person,social_profile
